Geographic Cluster Name,Month,Count
ALBANY PARK,2020-07,8
ALBANY PARK,2020-09,2
ALBANY PARK,2020-11,4
ALBANY PARK,2020-12,1
ALBANY PARK,2021-01,2
ALBANY PARK,2021-04,7
ALBANY PARK,2021-06,13
ALBANY PARK,2021-07,2
ALBANY PARK,2021-08,11
ALBANY PARK,2021-09,34
ALBANY PARK,2021-10,2
ALBANY PARK,2021-11,1
ALBANY PARK,2021-12,1
ALBANY PARK,2022-01,40
ALBANY PARK,2022-04,40
ALBANY PARK,2022-05,1
ALBANY PARK,2022-06,6
ALBANY PARK,2022-07,35
ALBANY PARK,2022-08,18
ALBANY PARK,2022-09,49
ALBANY PARK,2022-10,18
ALBANY PARK,2022-11,12
ALBANY PARK,2022-12,15
ALBANY PARK,2023-01,34
ALBANY PARK,2023-02,6
ALBANY PARK,2023-03,20
ALBANY PARK,2023-04,57
ARCHER HEIGHTS,2020-07,12
ARCHER HEIGHTS,2020-09,5
ARCHER HEIGHTS,2020-11,6
ARCHER HEIGHTS,2021-01,6
ARCHER HEIGHTS,2021-04,13
ARCHER HEIGHTS,2021-06,6
ARCHER HEIGHTS,2021-08,3
ARCHER HEIGHTS,2021-09,18
ARCHER HEIGHTS,2021-10,1
ARCHER HEIGHTS,2021-12,3
ARCHER HEIGHTS,2022-01,21
ARCHER HEIGHTS,2022-04,21
ARCHER HEIGHTS,2022-06,9
ARCHER HEIGHTS,2022-07,20
ARCHER HEIGHTS,2022-08,16
ARCHER HEIGHTS,2022-09,21
ARCHER HEIGHTS,2022-10,2
ARCHER HEIGHTS,2022-11,2
ARCHER HEIGHTS,2022-12,3
ARCHER HEIGHTS,2023-01,36
ARCHER HEIGHTS,2023-02,5
ARCHER HEIGHTS,2023-03,14
ARCHER HEIGHTS,2023-04,34
ARMOUR SQUARE,2020-07,24
ARMOUR SQUARE,2020-08,40
ARMOUR SQUARE,2020-09,3
ARMOUR SQUARE,2020-11,5
ARMOUR SQUARE,2021-01,10
ARMOUR SQUARE,2021-03,1
ARMOUR SQUARE,2021-04,6
ARMOUR SQUARE,2021-06,14
ARMOUR SQUARE,2021-07,3
ARMOUR SQUARE,2021-08,17
ARMOUR SQUARE,2021-09,32
ARMOUR SQUARE,2022-01,38
ARMOUR SQUARE,2022-04,37
ARMOUR SQUARE,2022-05,1
ARMOUR SQUARE,2022-06,7
ARMOUR SQUARE,2022-07,23
ARMOUR SQUARE,2022-08,20
ARMOUR SQUARE,2022-09,39
ARMOUR SQUARE,2022-10,8
ARMOUR SQUARE,2022-11,3
ARMOUR SQUARE,2022-12,7
ARMOUR SQUARE,2023-01,49
ARMOUR SQUARE,2023-02,9
ARMOUR SQUARE,2023-03,7
ARMOUR SQUARE,2023-04,47
ASHBURN,2020-07,24
ASHBURN,2020-08,40
ASHBURN,2020-09,22
ASHBURN,2020-10,1
ASHBURN,2020-11,37
ASHBURN,2021-01,30
ASHBURN,2021-03,2
ASHBURN,2021-04,32
ASHBURN,2021-05,1
ASHBURN,2021-06,19
ASHBURN,2021-07,3
ASHBURN,2021-08,25
ASHBURN,2021-09,92
ASHBURN,2021-10,1
ASHBURN,2021-11,4
ASHBURN,2021-12,15
ASHBURN,2022-01,109
ASHBURN,2022-02,18
ASHBURN,2022-03,15
ASHBURN,2022-04,97
ASHBURN,2022-05,5
ASHBURN,2022-06,43
ASHBURN,2022-07,53
ASHBURN,2022-08,39
ASHBURN,2022-09,92
ASHBURN,2022-10,20
ASHBURN,2022-11,16
ASHBURN,2022-12,18
ASHBURN,2023-01,87
ASHBURN,2023-02,6
ASHBURN,2023-03,9
ASHBURN,2023-04,114
AUBURN GRESHAM,2020-07,16
AUBURN GRESHAM,2020-08,6
AUBURN GRESHAM,2020-09,18
AUBURN GRESHAM,2020-11,17
AUBURN GRESHAM,2021-01,37
AUBURN GRESHAM,2021-03,4
AUBURN GRESHAM,2021-04,28
AUBURN GRESHAM,2021-05,1
AUBURN GRESHAM,2021-06,10
AUBURN GRESHAM,2021-07,8
AUBURN GRESHAM,2021-08,20
AUBURN GRESHAM,2021-09,37
AUBURN GRESHAM,2021-10,8
AUBURN GRESHAM,2021-11,10
AUBURN GRESHAM,2021-12,9
AUBURN GRESHAM,2022-01,52
AUBURN GRESHAM,2022-02,11
AUBURN GRESHAM,2022-03,9
AUBURN GRESHAM,2022-04,82
AUBURN GRESHAM,2022-05,3
AUBURN GRESHAM,2022-06,41
AUBURN GRESHAM,2022-07,42
AUBURN GRESHAM,2022-08,39
AUBURN GRESHAM,2022-09,71
AUBURN GRESHAM,2022-10,44
AUBURN GRESHAM,2022-11,30
AUBURN GRESHAM,2022-12,19
AUBURN GRESHAM,2023-01,58
AUBURN GRESHAM,2023-02,21
AUBURN GRESHAM,2023-03,17
AUBURN GRESHAM,2023-04,57
AUSTIN,2020-07,84
AUSTIN,2020-08,120
AUSTIN,2020-09,49
AUSTIN,2020-10,21
AUSTIN,2020-11,59
AUSTIN,2020-12,14
AUSTIN,2021-01,68
AUSTIN,2021-03,10
AUSTIN,2021-04,69
AUSTIN,2021-05,29
AUSTIN,2021-06,49
AUSTIN,2021-07,43
AUSTIN,2021-08,52
AUSTIN,2021-09,63
AUSTIN,2021-10,14
AUSTIN,2021-11,10
AUSTIN,2021-12,20
AUSTIN,2022-01,113
AUSTIN,2022-02,19
AUSTIN,2022-03,9
AUSTIN,2022-04,126
AUSTIN,2022-05,14
AUSTIN,2022-06,47
AUSTIN,2022-07,102
AUSTIN,2022-08,89
AUSTIN,2022-09,128
AUSTIN,2022-10,31
AUSTIN,2022-11,25
AUSTIN,2022-12,29
AUSTIN,2023-01,137
AUSTIN,2023-02,27
AUSTIN,2023-03,41
AUSTIN,2023-04,164
AUSTIN,2023-05,2
AVALON PARK,2020-07,16
AVALON PARK,2020-09,1
AVALON PARK,2020-11,2
AVALON PARK,2020-12,1
AVALON PARK,2021-01,4
AVALON PARK,2021-04,10
AVALON PARK,2021-06,10
AVALON PARK,2021-07,3
AVALON PARK,2021-08,2
AVALON PARK,2021-09,10
AVALON PARK,2021-10,1
AVALON PARK,2021-11,2
AVALON PARK,2021-12,4
AVALON PARK,2022-01,8
AVALON PARK,2022-02,17
AVALON PARK,2022-03,17
AVALON PARK,2022-04,10
AVALON PARK,2022-05,3
AVALON PARK,2022-06,17
AVALON PARK,2022-07,27
AVALON PARK,2022-08,16
AVALON PARK,2022-09,20
AVALON PARK,2022-10,16
AVALON PARK,2022-11,11
AVALON PARK,2022-12,7
AVALON PARK,2023-01,10
AVALON PARK,2023-02,9
AVALON PARK,2023-03,19
AVALON PARK,2023-04,16
AVALON PARK,2023-05,2
AVONDALE,2020-07,16
AVONDALE,2020-09,202
AVONDALE,2020-10,18
AVONDALE,2020-11,412
AVONDALE,2020-12,6
AVONDALE,2021-01,20
AVONDALE,2021-03,88
AVONDALE,2021-04,371
AVONDALE,2021-05,168
AVONDALE,2021-06,12
AVONDALE,2021-07,3
AVONDALE,2021-08,6
AVONDALE,2021-09,33
AVONDALE,2021-11,2
AVONDALE,2022-01,44
AVONDALE,2022-04,41
AVONDALE,2022-06,1
AVONDALE,2022-07,10
AVONDALE,2022-08,2
AVONDALE,2022-09,41
AVONDALE,2022-10,1
AVONDALE,2023-01,51
AVONDALE,2023-03,1
AVONDALE,2023-04,53
BELMONT CRAGIN,2020-07,24
BELMONT CRAGIN,2020-08,48
BELMONT CRAGIN,2020-09,18
BELMONT CRAGIN,2020-11,55
BELMONT CRAGIN,2020-12,9
BELMONT CRAGIN,2021-01,42
BELMONT CRAGIN,2021-02,1
BELMONT CRAGIN,2021-04,46
BELMONT CRAGIN,2021-06,11
BELMONT CRAGIN,2021-07,1
BELMONT CRAGIN,2021-08,4
BELMONT CRAGIN,2021-09,62
BELMONT CRAGIN,2021-11,10
BELMONT CRAGIN,2021-12,3
BELMONT CRAGIN,2022-01,79
BELMONT CRAGIN,2022-02,5
BELMONT CRAGIN,2022-04,64
BELMONT CRAGIN,2022-05,3
BELMONT CRAGIN,2022-06,10
BELMONT CRAGIN,2022-07,46
BELMONT CRAGIN,2022-08,16
BELMONT CRAGIN,2022-09,73
BELMONT CRAGIN,2022-10,14
BELMONT CRAGIN,2022-11,23
BELMONT CRAGIN,2022-12,12
BELMONT CRAGIN,2023-01,70
BELMONT CRAGIN,2023-02,13
BELMONT CRAGIN,2023-03,11
BELMONT CRAGIN,2023-04,49
BELMONT CRAGIN,2023-05,3
BEVERLY,2020-07,24
BEVERLY,2020-08,16
BEVERLY,2020-09,19
BEVERLY,2020-10,1
BEVERLY,2020-11,27
BEVERLY,2020-12,1
BEVERLY,2021-01,21
BEVERLY,2021-03,4
BEVERLY,2021-04,29
BEVERLY,2021-06,15
BEVERLY,2021-07,3
BEVERLY,2021-08,8
BEVERLY,2021-09,90
BEVERLY,2021-10,5
BEVERLY,2021-11,6
BEVERLY,2021-12,22
BEVERLY,2022-01,125
BEVERLY,2022-02,17
BEVERLY,2022-03,1
BEVERLY,2022-04,92
BEVERLY,2022-05,3
BEVERLY,2022-06,10
BEVERLY,2022-07,59
BEVERLY,2022-08,20
BEVERLY,2022-09,109
BEVERLY,2022-10,32
BEVERLY,2022-11,25
BEVERLY,2022-12,8
BEVERLY,2023-01,101
BEVERLY,2023-02,15
BEVERLY,2023-03,22
BEVERLY,2023-04,99
BRIDGEPORT,2020-07,16
BRIDGEPORT,2020-08,32
BRIDGEPORT,2020-09,8
BRIDGEPORT,2020-10,2
BRIDGEPORT,2020-11,15
BRIDGEPORT,2021-01,17
BRIDGEPORT,2021-03,4
BRIDGEPORT,2021-04,32
BRIDGEPORT,2021-05,2
BRIDGEPORT,2021-06,15
BRIDGEPORT,2021-07,7
BRIDGEPORT,2021-08,12
BRIDGEPORT,2021-09,46
BRIDGEPORT,2021-11,3
BRIDGEPORT,2021-12,1
BRIDGEPORT,2022-01,58
BRIDGEPORT,2022-02,3
BRIDGEPORT,2022-04,57
BRIDGEPORT,2022-05,4
BRIDGEPORT,2022-06,11
BRIDGEPORT,2022-07,43
BRIDGEPORT,2022-08,29
BRIDGEPORT,2022-09,90
BRIDGEPORT,2022-10,33
BRIDGEPORT,2022-11,29
BRIDGEPORT,2022-12,20
BRIDGEPORT,2023-01,87
BRIDGEPORT,2023-02,20
BRIDGEPORT,2023-03,19
BRIDGEPORT,2023-04,89
BRIDGEPORT,2023-05,3
BRIGHTON PARK,2020-09,1
BRIGHTON PARK,2020-11,3
BRIGHTON PARK,2021-01,2
BRIGHTON PARK,2021-03,1
BRIGHTON PARK,2021-04,5
BRIGHTON PARK,2021-06,5
BRIGHTON PARK,2021-07,7
BRIGHTON PARK,2021-08,20
BRIGHTON PARK,2021-09,5
BRIGHTON PARK,2021-11,1
BRIGHTON PARK,2021-12,9
BRIGHTON PARK,2022-01,14
BRIGHTON PARK,2022-02,9
BRIGHTON PARK,2022-03,1
BRIGHTON PARK,2022-04,17
BRIGHTON PARK,2022-05,3
BRIGHTON PARK,2022-06,31
BRIGHTON PARK,2022-07,32
BRIGHTON PARK,2022-08,24
BRIGHTON PARK,2022-09,45
BRIGHTON PARK,2022-10,26
BRIGHTON PARK,2022-11,22
BRIGHTON PARK,2022-12,14
BRIGHTON PARK,2023-01,28
BRIGHTON PARK,2023-02,12
BRIGHTON PARK,2023-03,12
BRIGHTON PARK,2023-04,21
BURNSIDE,2021-08,1
BURNSIDE,2022-06,1
CALUMET HEIGHTS,2021-07,4
CALUMET HEIGHTS,2021-08,2
CALUMET HEIGHTS,2021-09,9
CALUMET HEIGHTS,2021-12,1
CALUMET HEIGHTS,2022-01,11
CALUMET HEIGHTS,2022-04,5
CALUMET HEIGHTS,2022-05,2
CALUMET HEIGHTS,2022-07,5
CALUMET HEIGHTS,2022-08,4
CALUMET HEIGHTS,2022-09,6
CALUMET HEIGHTS,2023-01,16
CALUMET HEIGHTS,2023-03,2
CALUMET HEIGHTS,2023-04,12
CHATHAM,2020-07,16
CHATHAM,2020-08,2
CHATHAM,2020-09,4
CHATHAM,2020-11,7
CHATHAM,2020-12,5
CHATHAM,2021-01,9
CHATHAM,2021-03,6
CHATHAM,2021-04,10
CHATHAM,2021-06,13
CHATHAM,2021-07,8
CHATHAM,2021-08,17
CHATHAM,2021-09,9
CHATHAM,2021-10,7
CHATHAM,2021-11,5
CHATHAM,2021-12,3
CHATHAM,2022-01,15
CHATHAM,2022-02,7
CHATHAM,2022-04,10
CHATHAM,2022-05,3
CHATHAM,2022-06,5
CHATHAM,2022-07,45
CHATHAM,2022-08,23
CHATHAM,2022-09,25
CHATHAM,2022-10,14
CHATHAM,2022-11,11
CHATHAM,2022-12,16
CHATHAM,2023-01,34
CHATHAM,2023-02,15
CHATHAM,2023-03,16
CHATHAM,2023-04,37
CHICAGO LAWN,2020-07,12
CHICAGO LAWN,2020-08,16
CHICAGO LAWN,2020-09,14
CHICAGO LAWN,2020-10,1
CHICAGO LAWN,2020-11,21
CHICAGO LAWN,2020-12,8
CHICAGO LAWN,2021-01,17
CHICAGO LAWN,2021-04,18
CHICAGO LAWN,2021-06,18
CHICAGO LAWN,2021-07,23
CHICAGO LAWN,2021-08,20
CHICAGO LAWN,2021-09,25
CHICAGO LAWN,2021-10,31
CHICAGO LAWN,2021-11,5
CHICAGO LAWN,2021-12,6
CHICAGO LAWN,2022-01,38
CHICAGO LAWN,2022-02,1
CHICAGO LAWN,2022-04,27
CHICAGO LAWN,2022-05,5
CHICAGO LAWN,2022-06,16
CHICAGO LAWN,2022-07,35
CHICAGO LAWN,2022-08,30
CHICAGO LAWN,2022-09,54
CHICAGO LAWN,2022-10,10
CHICAGO LAWN,2022-11,11
CHICAGO LAWN,2022-12,12
CHICAGO LAWN,2023-01,68
CHICAGO LAWN,2023-02,15
CHICAGO LAWN,2023-03,31
CHICAGO LAWN,2023-04,66
CHICAGO LAWN,2023-05,2
CHICAGO LAWN,2023-06,1
CLEARING,2020-07,24
CLEARING,2020-08,18
CLEARING,2020-09,16
CLEARING,2020-11,39
CLEARING,2021-01,31
CLEARING,2021-03,2
CLEARING,2021-04,53
CLEARING,2021-05,1
CLEARING,2021-06,22
CLEARING,2021-07,6
CLEARING,2021-08,14
CLEARING,2021-09,71
CLEARING,2021-10,14
CLEARING,2021-11,10
CLEARING,2021-12,11
CLEARING,2022-01,83
CLEARING,2022-02,20
CLEARING,2022-03,4
CLEARING,2022-04,83
CLEARING,2022-05,4
CLEARING,2022-06,34
CLEARING,2022-07,49
CLEARING,2022-08,21
CLEARING,2022-09,79
CLEARING,2022-10,30
CLEARING,2022-11,14
CLEARING,2022-12,18
CLEARING,2023-01,66
CLEARING,2023-02,4
CLEARING,2023-03,11
CLEARING,2023-04,76
CLEARING,2023-05,2
CLEARING,2023-06,4
DOUGLAS,2020-07,36
DOUGLAS,2020-08,56
DOUGLAS,2020-09,2
DOUGLAS,2020-11,5
DOUGLAS,2021-01,6
DOUGLAS,2021-03,2
DOUGLAS,2021-04,32
DOUGLAS,2021-06,16
DOUGLAS,2021-07,7
DOUGLAS,2021-08,23
DOUGLAS,2021-09,34
DOUGLAS,2021-10,1
DOUGLAS,2021-11,1
DOUGLAS,2021-12,1
DOUGLAS,2022-01,38
DOUGLAS,2022-02,5
DOUGLAS,2022-04,41
DOUGLAS,2022-05,3
DOUGLAS,2022-06,11
DOUGLAS,2022-07,63
DOUGLAS,2022-08,44
DOUGLAS,2022-09,52
DOUGLAS,2022-10,37
DOUGLAS,2022-11,16
DOUGLAS,2022-12,15
DOUGLAS,2023-01,35
DOUGLAS,2023-02,19
DOUGLAS,2023-03,33
DOUGLAS,2023-04,28
DOUGLAS,2023-05,1
DUNNING,2020-07,36
DUNNING,2020-08,48
DUNNING,2020-09,15
DUNNING,2020-11,26
DUNNING,2021-01,27
DUNNING,2021-04,38
DUNNING,2021-05,4
DUNNING,2021-06,14
DUNNING,2021-07,3
DUNNING,2021-08,5
DUNNING,2021-09,78
DUNNING,2021-10,8
DUNNING,2021-11,5
DUNNING,2021-12,19
DUNNING,2022-01,115
DUNNING,2022-02,9
DUNNING,2022-03,2
DUNNING,2022-04,125
DUNNING,2022-05,1
DUNNING,2022-06,16
DUNNING,2022-07,59
DUNNING,2022-08,23
DUNNING,2022-09,113
DUNNING,2022-10,12
DUNNING,2022-11,10
DUNNING,2022-12,8
DUNNING,2023-01,128
DUNNING,2023-02,8
DUNNING,2023-03,26
DUNNING,2023-04,130
DUNNING,2023-05,4
EAST GARFIELD PARK,2020-07,28
EAST GARFIELD PARK,2020-08,48
EAST GARFIELD PARK,2020-09,13
EAST GARFIELD PARK,2020-10,1
EAST GARFIELD PARK,2020-11,15
EAST GARFIELD PARK,2020-12,1
EAST GARFIELD PARK,2021-01,17
EAST GARFIELD PARK,2021-03,7
EAST GARFIELD PARK,2021-04,36
EAST GARFIELD PARK,2021-05,2
EAST GARFIELD PARK,2021-06,27
EAST GARFIELD PARK,2021-07,3
EAST GARFIELD PARK,2021-08,31
EAST GARFIELD PARK,2021-09,31
EAST GARFIELD PARK,2021-10,1
EAST GARFIELD PARK,2021-11,2
EAST GARFIELD PARK,2021-12,5
EAST GARFIELD PARK,2022-01,49
EAST GARFIELD PARK,2022-03,1
EAST GARFIELD PARK,2022-04,34
EAST GARFIELD PARK,2022-05,1
EAST GARFIELD PARK,2022-06,1
EAST GARFIELD PARK,2022-07,37
EAST GARFIELD PARK,2022-08,22
EAST GARFIELD PARK,2022-09,48
EAST GARFIELD PARK,2022-10,3
EAST GARFIELD PARK,2022-12,5
EAST GARFIELD PARK,2023-01,54
EAST GARFIELD PARK,2023-02,3
EAST GARFIELD PARK,2023-03,1
EAST GARFIELD PARK,2023-04,51
EAST GARFIELD PARK,2023-05,1
EAST SIDE,2020-07,28
EAST SIDE,2020-09,9
EAST SIDE,2020-10,4
EAST SIDE,2020-11,24
EAST SIDE,2020-12,7
EAST SIDE,2021-01,18
EAST SIDE,2021-02,3
EAST SIDE,2021-04,33
EAST SIDE,2021-06,30
EAST SIDE,2021-07,5
EAST SIDE,2021-08,13
EAST SIDE,2021-09,64
EAST SIDE,2021-10,6
EAST SIDE,2021-11,1
EAST SIDE,2021-12,8
EAST SIDE,2022-01,82
EAST SIDE,2022-02,3
EAST SIDE,2022-03,2
EAST SIDE,2022-04,77
EAST SIDE,2022-05,4
EAST SIDE,2022-06,13
EAST SIDE,2022-07,39
EAST SIDE,2022-08,11
EAST SIDE,2022-09,85
EAST SIDE,2022-10,11
EAST SIDE,2022-11,12
EAST SIDE,2022-12,10
EAST SIDE,2023-01,90
EAST SIDE,2023-02,8
EAST SIDE,2023-03,10
EAST SIDE,2023-04,70
EAST SIDE,2023-06,1
EDGEWATER,2020-07,8
EDGEWATER,2020-08,16
EDGEWATER,2020-09,3
EDGEWATER,2020-10,1
EDGEWATER,2020-11,23
EDGEWATER,2021-01,42
EDGEWATER,2021-03,1
EDGEWATER,2021-04,63
EDGEWATER,2021-05,3
EDGEWATER,2021-06,36
EDGEWATER,2021-07,25
EDGEWATER,2021-08,17
EDGEWATER,2021-09,53
EDGEWATER,2021-10,7
EDGEWATER,2021-11,16
EDGEWATER,2021-12,16
EDGEWATER,2022-01,93
EDGEWATER,2022-02,12
EDGEWATER,2022-03,11
EDGEWATER,2022-04,55
EDGEWATER,2022-05,3
EDGEWATER,2022-06,29
EDGEWATER,2022-07,51
EDGEWATER,2022-08,46
EDGEWATER,2022-09,83
EDGEWATER,2022-10,30
EDGEWATER,2022-11,27
EDGEWATER,2022-12,26
EDGEWATER,2023-01,147
EDGEWATER,2023-02,28
EDGEWATER,2023-03,33
EDGEWATER,2023-04,105
EDISON PARK,2020-07,16
EDISON PARK,2020-08,8
EDISON PARK,2020-09,9
EDISON PARK,2020-10,1
EDISON PARK,2020-11,46
EDISON PARK,2020-12,1
EDISON PARK,2021-01,38
EDISON PARK,2021-04,41
EDISON PARK,2021-05,1
EDISON PARK,2021-06,30
EDISON PARK,2021-07,1
EDISON PARK,2021-09,97
EDISON PARK,2022-01,121
EDISON PARK,2022-02,1
EDISON PARK,2022-04,94
EDISON PARK,2022-06,8
EDISON PARK,2022-07,23
EDISON PARK,2022-08,6
EDISON PARK,2022-09,113
EDISON PARK,2022-11,1
EDISON PARK,2022-12,2
EDISON PARK,2023-01,71
EDISON PARK,2023-04,99
EDISON PARK,2023-05,1
ENGLEWOOD,2020-07,24
ENGLEWOOD,2020-08,14
ENGLEWOOD,2020-09,13
ENGLEWOOD,2020-11,17
ENGLEWOOD,2020-12,1
ENGLEWOOD,2021-01,17
ENGLEWOOD,2021-03,2
ENGLEWOOD,2021-04,24
ENGLEWOOD,2021-05,4
ENGLEWOOD,2021-06,17
ENGLEWOOD,2021-07,19
ENGLEWOOD,2021-08,28
ENGLEWOOD,2021-09,19
ENGLEWOOD,2021-11,3
ENGLEWOOD,2021-12,7
ENGLEWOOD,2022-01,21
ENGLEWOOD,2022-03,2
ENGLEWOOD,2022-04,14
ENGLEWOOD,2022-05,3
ENGLEWOOD,2022-06,7
ENGLEWOOD,2022-07,30
ENGLEWOOD,2022-08,14
ENGLEWOOD,2022-09,24
ENGLEWOOD,2022-10,5
ENGLEWOOD,2022-11,3
ENGLEWOOD,2022-12,9
ENGLEWOOD,2023-01,26
ENGLEWOOD,2023-02,2
ENGLEWOOD,2023-03,7
ENGLEWOOD,2023-04,26
ENGLEWOOD,2023-05,1
FOREST GLEN,2020-07,8
FOREST GLEN,2020-09,2
FOREST GLEN,2020-11,6
FOREST GLEN,2021-01,2
FOREST GLEN,2021-04,7
FOREST GLEN,2021-05,3
FOREST GLEN,2021-06,12
FOREST GLEN,2021-07,6
FOREST GLEN,2021-08,3
FOREST GLEN,2021-09,32
FOREST GLEN,2021-12,1
FOREST GLEN,2022-01,74
FOREST GLEN,2022-02,7
FOREST GLEN,2022-03,8
FOREST GLEN,2022-04,60
FOREST GLEN,2022-05,2
FOREST GLEN,2022-06,15
FOREST GLEN,2022-07,35
FOREST GLEN,2022-08,5
FOREST GLEN,2022-09,77
FOREST GLEN,2022-10,17
FOREST GLEN,2022-11,13
FOREST GLEN,2022-12,17
FOREST GLEN,2023-01,65
FOREST GLEN,2023-02,13
FOREST GLEN,2023-03,14
FOREST GLEN,2023-04,62
FULLER PARK,2020-07,12
FULLER PARK,2020-08,24
FULLER PARK,2020-09,1
FULLER PARK,2020-11,6
FULLER PARK,2021-01,3
FULLER PARK,2021-04,7
FULLER PARK,2021-06,13
FULLER PARK,2021-07,3
FULLER PARK,2021-08,9
FULLER PARK,2021-09,11
FULLER PARK,2021-11,1
FULLER PARK,2021-12,1
FULLER PARK,2022-01,12
FULLER PARK,2022-04,12
FULLER PARK,2022-06,7
FULLER PARK,2022-07,8
FULLER PARK,2022-08,8
FULLER PARK,2022-09,12
FULLER PARK,2022-10,4
FULLER PARK,2023-01,11
FULLER PARK,2023-04,12
GAGE PARK,2020-07,12
GAGE PARK,2020-08,8
GAGE PARK,2020-09,8
GAGE PARK,2020-10,1
GAGE PARK,2020-11,11
GAGE PARK,2021-01,14
GAGE PARK,2021-04,28
GAGE PARK,2021-06,7
GAGE PARK,2021-07,4
GAGE PARK,2021-08,6
GAGE PARK,2021-09,17
GAGE PARK,2021-10,6
GAGE PARK,2021-12,1
GAGE PARK,2022-01,21
GAGE PARK,2022-02,8
GAGE PARK,2022-04,42
GAGE PARK,2022-05,14
GAGE PARK,2022-06,32
GAGE PARK,2022-07,44
GAGE PARK,2022-08,32
GAGE PARK,2022-09,41
GAGE PARK,2022-10,25
GAGE PARK,2022-11,10
GAGE PARK,2022-12,25
GAGE PARK,2023-01,52
GAGE PARK,2023-02,22
GAGE PARK,2023-03,26
GAGE PARK,2023-04,47
GAGE PARK,2023-05,2
GARFIELD PARK,2020-07,44
GARFIELD PARK,2020-08,72
GARFIELD PARK,2020-09,29
GARFIELD PARK,2020-10,1
GARFIELD PARK,2020-11,30
GARFIELD PARK,2020-12,1
GARFIELD PARK,2021-01,33
GARFIELD PARK,2021-03,7
GARFIELD PARK,2021-04,58
GARFIELD PARK,2021-05,6
GARFIELD PARK,2021-06,41
GARFIELD PARK,2021-07,10
GARFIELD PARK,2021-08,47
GARFIELD PARK,2021-09,65
GARFIELD PARK,2021-10,12
GARFIELD PARK,2021-11,44
GARFIELD PARK,2021-12,30
GARFIELD PARK,2022-01,92
GARFIELD PARK,2022-02,33
GARFIELD PARK,2022-03,29
GARFIELD PARK,2022-04,79
GARFIELD PARK,2022-05,13
GARFIELD PARK,2022-06,67
GARFIELD PARK,2022-07,100
GARFIELD PARK,2022-08,58
GARFIELD PARK,2022-09,91
GARFIELD PARK,2022-10,51
GARFIELD PARK,2022-11,46
GARFIELD PARK,2022-12,53
GARFIELD PARK,2023-01,100
GARFIELD PARK,2023-02,39
GARFIELD PARK,2023-03,45
GARFIELD PARK,2023-04,113
GARFIELD PARK,2023-05,2
GARFIELD RIDGE,2020-07,36
GARFIELD RIDGE,2020-08,64
GARFIELD RIDGE,2020-09,23
GARFIELD RIDGE,2020-10,1
GARFIELD RIDGE,2020-11,46
GARFIELD RIDGE,2020-12,4
GARFIELD RIDGE,2021-01,43
GARFIELD RIDGE,2021-02,1
GARFIELD RIDGE,2021-03,2
GARFIELD RIDGE,2021-04,47
GARFIELD RIDGE,2021-05,1
